index,type_l,ville,arr,n_pieces,n_chambres,surface_m2,prix,prix_m2
788,appartement,Paris,9,2.0,1.0,40.0,499000.0,12475.0
789,appartement,Paris,18,2.0,1.0,43.7,520000.0,11899.0
790,appartement,Paris,3,2.0,1.0,41.65,580000.0,13925.0
791,appartement,Paris,15,3.0,0.0,69.4,935000.0,13472.0
792,appartement,Paris,18,2.0,1.0,45.0,499000.0,11088.0
793,appartement,Paris,18,3.0,2.0,56.04,650000.0,11598.0
794,appartement,Paris,9,4.0,2.0,147.0,995000.0,6768.0
795,appartement,Paris,2,4.0,3.0,100.22,1240000.0,12372.0
796,appartement,Paris,15,5.0,0.0,119.79,2065000.0,17238.0
797,appartement,Paris,6,5.0,3.0,106.0,2100000.0,19811.0
798,appartement,Paris,13,2.0,1.0,40.3,460000.0,11414.0
799,appartement,Paris,20,2.0,1.0,31.0,315000.0,10161.0
800,appartement,Paris,17,6.0,4.0,196.41,2700000.0,13746.0
801,appartement,Paris,15,5.0,0.0,107.48,1867000.0,17370.0
802,appartement,Paris,18,4.0,2.0,147.0,995000.0,6768.0
804,appartement,Paris,18,2.0,1.0,31.0,348000.0,11225.0
805,appartement,Paris,17,6.0,4.0,136.77,2000250.0,14624.0
806,appartement,Paris,15,4.0,0.0,94.16,1315000.0,13965.0
807,appartement,Paris,14,2.0,1.0,52.36,481750.0,9200.0
808,appartement,Paris,7,3.0,0.0,61.0,1460000.0,23934.0
809,appartement,Paris,17,4.0,0.0,78.0,1179000.0,15115.0
810,appartement,Paris,8,5.0,2.0,134.95,1768000.0,13101.0
811,appartement,Paris,15,3.0,0.0,80.43,1079000.0,13415.0
812,appartement,Paris,7,4.0,0.0,92.0,2950000.0,32065.0
813,appartement,Paris,11,5.0,0.0,92.63,1800000.0,19432.0
814,appartement,Paris,12,1.0,1.0,29.0,321700.0,11093.0
815,appartement,Paris,17,2.0,0.0,46.0,540750.0,11755.0
816,appartement,Paris,15,3.0,2.0,55.0,568000.0,10327.0
817,appartement,Paris,13,2.0,1.0,48.0,450000.0,9375.0
818,appartement,Paris,6,1.0,0.0,12.0,245000.0,20416.0
819,appartement,Paris,12,2.0,1.0,23.0,240000.0,10434.0
820,appartement,Paris,16,3.0,2.0,70.0,795000.0,11357.0
821,appartement,Paris,15,4.0,0.0,94.16,1299000.0,13795.0
822,appartement,Paris,8,4.0,2.0,76.0,798000.0,10500.0
823,appartement,Paris,3,2.0,1.0,33.7,592000.0,17566.0
824,appartement,Paris,16,6.0,4.0,197.0,2475000.0,12563.0
825,appartement,Paris,3,3.0,2.0,106.0,1280000.0,12075.0
826,appartement,Paris,15,4.0,0.0,119.89,1626000.0,13562.0
827,appartement,Paris,15,5.0,3.0,152.0,2080000.0,13684.0
828,appartement,Paris,4,3.0,2.0,71.3,900000.0,12622.0
829,appartement,Paris,9,2.0,1.0,65.74,735000.0,11180.0
830,appartement,Paris,15,5.0,0.0,131.99,2275000.0,17236.0
831,appartement,Paris,20,1.0,0.0,28.0,241000.0,8607.0
832,appartement,Paris,12,3.0,0.0,63.6,968900.0,15234.0
833,appartement,Paris,19,1.0,1.0,44.0,335000.0,7613.0
834,appartement,Paris,17,6.0,0.0,207.6,2480000.0,11946.0
835,appartement,Paris,15,5.0,0.0,118.94,1908000.0,16041.0
836,appartement,Paris,16,4.0,3.0,87.0,1080000.0,12413.0
837,appartement,Paris,18,1.0,0.0,25.0,250000.0,10000.0
838,appartement,Paris,13,4.0,3.0,84.0,497000.0,5916.0
839,appartement,Paris,7,3.0,2.0,95.25,1550000.0,16272.0
840,appartement,Paris,15,3.0,0.0,83.2,1458000.0,17524.0
